Row_ID,Date,Month,Month_Num,Brand,Variant,Variant_Color,Region,City,Channel,MRP,Selling_Price,Discount_Pct,Promotion,Units_Sold,Revenue_INR,Customer_Satisfaction,Can_Size_ML
4026,2023-07-01,Jul 2023,7,Red Bull,Red Bull Tropical,Red/Blue,West India,Pune,E-Commerce,110,110.0,0,No,39,4290.0,4.2,250
4027,2023-07-01,Jul 2023,7,Red Bull,Red Bull Tropical,Red/Blue,West India,Ahmedabad,E-Commerce,110,110.0,0,No,22,2420.0,4.5,250
4028,2023-07-01,Jul 2023,7,Red Bull,Red Bull Tropical,Red/Blue,West India,Surat,E-Commerce,110,110.0,0,No,25,2750.0,3.8,250
4029,2023-07-01,Jul 2023,7,Red Bull,Red Bull Tropical,Red/Blue,West India,Mumbai,Kirana,110,99.0,10,Yes,16,1584.0,4.1,250
4030,2023-07-01,Jul 2023,7,Red Bull,Red Bull Tropical,Red/Blue,West India,Pune,Kirana,110,110.0,0,No,19,2090.0,3.9,250
4031,2023-07-01,Jul 2023,7,Red Bull,Red Bull Tropical,Red/Blue,West India,Ahmedabad,Kirana,110,110.0,0,No,15,1650.0,4.1,250
4032,2023-07-01,Jul 2023,7,Red Bull,Red Bull Tropical,Red/Blue,West India,Surat,Kirana,110,99.0,10,Yes,23,2277.0,3.9,250
4033,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Delhi,Modern Trade,125,125.0,0,No,165,20625.0,4.7,500
4034,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Jaipur,Modern Trade,125,125.0,0,No,176,22000.0,4.2,500
4035,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Lucknow,Modern Trade,125,106.25,15,Yes,216,22950.0,4.7,500
4036,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Chandigarh,Modern Trade,125,112.5,10,Yes,108,12150.0,4.4,500
4037,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Delhi,Quick Commerce,125,125.0,0,No,153,19125.0,3.8,500
4038,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Jaipur,Quick Commerce,125,125.0,0,No,191,23875.0,4.2,500
4039,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Lucknow,Quick Commerce,125,106.25,15,Yes,207,21993.75,4.1,500
4040,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Chandigarh,Quick Commerce,125,106.25,15,Yes,188,19975.0,4.4,500
4041,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Delhi,E-Commerce,125,125.0,0,No,186,23250.0,4.2,500
4042,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Jaipur,E-Commerce,125,125.0,0,No,155,19375.0,3.9,500
4043,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Lucknow,E-Commerce,125,125.0,0,No,110,13750.0,4.4,500
4044,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Chandigarh,E-Commerce,125,125.0,0,No,136,17000.0,3.9,500
4045,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Delhi,Kirana,125,125.0,0,No,60,7500.0,4.8,500
4046,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Jaipur,Kirana,125,125.0,0,No,110,13750.0,4.4,500
4047,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Lucknow,Kirana,125,125.0,0,No,112,14000.0,4.3,500
4048,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,North India,Chandigarh,Kirana,125,125.0,0,No,64,8000.0,3.8,500
4049,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Delhi,Modern Trade,130,130.0,0,No,135,17550.0,4.2,500
4050,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Jaipur,Modern Trade,130,130.0,0,No,137,17810.0,4.2,500
4051,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Lucknow,Modern Trade,130,130.0,0,No,97,12610.0,4.1,500
4052,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Chandigarh,Modern Trade,130,110.5,15,Yes,131,14475.5,4.0,500
4053,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Delhi,Quick Commerce,130,130.0,0,No,85,11050.0,4.3,500
4054,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Jaipur,Quick Commerce,130,130.0,0,No,80,10400.0,4.5,500
4055,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Lucknow,Quick Commerce,130,130.0,0,No,85,11050.0,4.4,500
4056,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Chandigarh,Quick Commerce,130,130.0,0,No,88,11440.0,3.9,500
4057,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Delhi,E-Commerce,130,117.0,10,Yes,57,6669.0,4.5,500
4058,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Jaipur,E-Commerce,130,130.0,0,No,81,10530.0,4.2,500
4059,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Lucknow,E-Commerce,130,130.0,0,No,83,10790.0,4.1,500
4060,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Chandigarh,E-Commerce,130,130.0,0,No,109,14170.0,4.8,500
4061,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Delhi,Kirana,130,130.0,0,No,74,9620.0,4.3,500
4062,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Jaipur,Kirana,130,130.0,0,No,38,4940.0,3.8,500
4063,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Lucknow,Kirana,130,130.0,0,No,64,8320.0,4.5,500
4064,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,North India,Chandigarh,Kirana,130,104.0,20,Yes,77,8008.0,4.9,500
4065,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Delhi,Modern Trade,130,130.0,0,No,60,7800.0,4.5,500
4066,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Jaipur,Modern Trade,130,130.0,0,No,78,10140.0,3.8,500
4067,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Lucknow,Modern Trade,130,130.0,0,No,112,14560.0,4.5,500
4068,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Chandigarh,Modern Trade,130,110.5,15,Yes,123,13591.5,4.9,500
4069,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Delhi,Quick Commerce,130,110.5,15,Yes,108,11934.0,4.9,500
4070,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Jaipur,Quick Commerce,130,130.0,0,No,95,12350.0,4.7,500
4071,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Lucknow,Quick Commerce,130,130.0,0,No,68,8840.0,3.9,500
4072,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Chandigarh,Quick Commerce,130,130.0,0,No,92,11960.0,4.6,500
4073,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Delhi,E-Commerce,130,130.0,0,No,73,9490.0,4.6,500
4074,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Jaipur,E-Commerce,130,130.0,0,No,57,7410.0,4.5,500
4075,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Lucknow,E-Commerce,130,130.0,0,No,84,10920.0,4.0,500
4076,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Chandigarh,E-Commerce,130,130.0,0,No,63,8190.0,4.2,500
4077,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Delhi,Kirana,130,130.0,0,No,31,4030.0,4.5,500
4078,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Jaipur,Kirana,130,130.0,0,No,43,5590.0,4.5,500
4079,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Lucknow,Kirana,130,130.0,0,No,58,7540.0,4.0,500
4080,2023-08-01,Aug 2023,8,Monster Energy,Monster Mango Loco,Orange,North India,Chandigarh,Kirana,130,130.0,0,No,31,4030.0,4.0,500
4081,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Delhi,Modern Trade,130,130.0,0,No,68,8840.0,4.6,500
4082,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Jaipur,Modern Trade,130,130.0,0,No,79,10270.0,4.3,500
4083,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Lucknow,Modern Trade,130,130.0,0,No,67,8710.0,4.2,500
4084,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Chandigarh,Modern Trade,130,130.0,0,No,84,10920.0,4.2,500
4085,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Delhi,Quick Commerce,130,130.0,0,No,49,6370.0,4.3,500
4086,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Jaipur,Quick Commerce,130,130.0,0,No,56,7280.0,4.3,500
4087,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Lucknow,Quick Commerce,130,130.0,0,No,59,7670.0,4.5,500
4088,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Chandigarh,Quick Commerce,130,130.0,0,No,46,5980.0,4.5,500
4089,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Delhi,E-Commerce,130,130.0,0,No,55,7150.0,4.5,500
4090,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Jaipur,E-Commerce,130,130.0,0,No,54,7020.0,3.9,500
4091,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Lucknow,E-Commerce,130,130.0,0,No,62,8060.0,4.2,500
4092,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Chandigarh,E-Commerce,130,130.0,0,No,42,5460.0,4.3,500
4093,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Delhi,Kirana,130,104.0,20,Yes,34,3536.0,4.4,500
4094,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Jaipur,Kirana,130,130.0,0,No,38,4940.0,4.3,500
4095,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Lucknow,Kirana,130,110.5,15,Yes,43,4751.5,4.4,500
4096,2023-08-01,Aug 2023,8,Monster Energy,Monster Pipeline Punch,Pink,North India,Chandigarh,Kirana,130,130.0,0,No,34,4420.0,4.2,500
4097,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Delhi,Modern Trade,135,108.0,20,Yes,42,4536.0,4.8,500
4098,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Jaipur,Modern Trade,135,121.5,10,Yes,28,3402.0,4.0,500
4099,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Lucknow,Modern Trade,135,135.0,0,No,28,3780.0,4.0,500
4100,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Chandigarh,Modern Trade,135,135.0,0,No,29,3915.0,4.9,500
4101,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Delhi,Quick Commerce,135,135.0,0,No,35,4725.0,4.2,500
4102,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Jaipur,Quick Commerce,135,135.0,0,No,29,3915.0,4.5,500
4103,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Lucknow,Quick Commerce,135,135.0,0,No,32,4320.0,4.5,500
4104,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Chandigarh,Quick Commerce,135,135.0,0,No,44,5940.0,4.9,500
4105,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Delhi,E-Commerce,135,135.0,0,No,42,5670.0,4.4,500
4106,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Jaipur,E-Commerce,135,135.0,0,No,35,4725.0,4.7,500
4107,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Lucknow,E-Commerce,135,135.0,0,No,34,4590.0,4.1,500
4108,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Chandigarh,E-Commerce,135,135.0,0,No,46,6210.0,4.8,500
4109,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Delhi,Kirana,135,135.0,0,No,17,2295.0,3.8,500
4110,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Jaipur,Kirana,135,135.0,0,No,29,3915.0,4.3,500
4111,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Lucknow,Kirana,135,135.0,0,No,17,2295.0,3.9,500
4112,2023-08-01,Aug 2023,8,Monster Energy,Monster Rehab Tea,Yellow,North India,Chandigarh,Kirana,135,135.0,0,No,25,3375.0,4.9,500
4113,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Delhi,Modern Trade,128,115.2,10,Yes,33,3801.6,4.5,500
4114,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Jaipur,Modern Trade,128,128.0,0,No,25,3200.0,4.4,500
4115,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Lucknow,Modern Trade,128,128.0,0,No,23,2944.0,4.6,500
4116,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Chandigarh,Modern Trade,128,128.0,0,No,21,2688.0,4.1,500
4117,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Delhi,Quick Commerce,128,128.0,0,No,35,4480.0,4.6,500
4118,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Jaipur,Quick Commerce,128,102.4,20,Yes,30,3072.0,4.8,500
4119,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Lucknow,Quick Commerce,128,128.0,0,No,38,4864.0,4.4,500
4120,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Chandigarh,Quick Commerce,128,128.0,0,No,25,3200.0,4.0,500
4121,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Delhi,E-Commerce,128,128.0,0,No,26,3328.0,4.1,500
4122,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Jaipur,E-Commerce,128,128.0,0,No,29,3712.0,4.8,500
4123,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Lucknow,E-Commerce,128,115.2,10,Yes,25,2880.0,4.8,500
4124,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Chandigarh,E-Commerce,128,128.0,0,No,22,2816.0,4.3,500
4125,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Delhi,Kirana,128,128.0,0,No,23,2944.0,4.9,500
4126,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Jaipur,Kirana,128,108.8,15,Yes,25,2720.0,4.4,500
4127,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Lucknow,Kirana,128,128.0,0,No,13,1664.0,4.7,500
4128,2023-08-01,Aug 2023,8,Monster Energy,Monster Zero Sugar,Blue,North India,Chandigarh,Kirana,128,128.0,0,No,26,3328.0,4.0,500
4129,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Delhi,Modern Trade,110,110.0,0,No,203,22330.0,3.8,250
4130,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Jaipur,Modern Trade,110,110.0,0,No,109,11990.0,4.1,250
4131,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Lucknow,Modern Trade,110,110.0,0,No,216,23760.0,4.6,250
4132,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Chandigarh,Modern Trade,110,110.0,0,No,117,12870.0,4.7,250
4133,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Delhi,Quick Commerce,110,104.5,5,Yes,205,21422.5,4.1,250
4134,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Jaipur,Quick Commerce,110,110.0,0,No,107,11770.0,4.1,250
4135,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Lucknow,Quick Commerce,110,110.0,0,No,103,11330.0,4.4,250
4136,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Chandigarh,Quick Commerce,110,110.0,0,No,199,21890.0,4.1,250
4137,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Delhi,E-Commerce,110,99.0,10,Yes,107,10593.0,4.5,250
4138,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Jaipur,E-Commerce,110,110.0,0,No,190,20900.0,3.8,250
4139,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Lucknow,E-Commerce,110,110.0,0,No,116,12760.0,4.4,250
4140,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Chandigarh,E-Commerce,110,110.0,0,No,111,12210.0,4.5,250
4141,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Delhi,Kirana,110,110.0,0,No,83,9130.0,4.0,250
4142,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Jaipur,Kirana,110,99.0,10,Yes,143,14157.0,4.5,250
4143,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Lucknow,Kirana,110,110.0,0,No,90,9900.0,4.4,250
4144,2023-08-01,Aug 2023,8,Red Bull,Red Bull Original,Red/Blue,North India,Chandigarh,Kirana,110,110.0,0,No,98,10780.0,4.4,250
4145,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Delhi,Modern Trade,110,110.0,0,No,94,10340.0,3.7,250
4146,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Jaipur,Modern Trade,110,99.0,10,Yes,55,5445.0,3.7,250
4147,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Lucknow,Modern Trade,110,110.0,0,No,76,8360.0,4.4,250
4148,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Chandigarh,Modern Trade,110,110.0,0,No,70,7700.0,3.9,250
4149,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Delhi,Quick Commerce,110,110.0,0,No,93,10230.0,4.4,250
4150,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Jaipur,Quick Commerce,110,110.0,0,No,97,10670.0,4.4,250
4151,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Lucknow,Quick Commerce,110,99.0,10,Yes,98,9702.0,4.6,250
4152,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Chandigarh,Quick Commerce,110,110.0,0,No,61,6710.0,3.7,250
4153,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Delhi,E-Commerce,110,110.0,0,No,51,5610.0,3.8,250
4154,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Jaipur,E-Commerce,110,110.0,0,No,36,3960.0,4.4,250
4155,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Lucknow,E-Commerce,110,110.0,0,No,74,8140.0,4.3,250
4156,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Chandigarh,E-Commerce,110,110.0,0,No,48,5280.0,4.3,250
4157,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Delhi,Kirana,110,110.0,0,No,54,5940.0,4.0,250
4158,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Jaipur,Kirana,110,110.0,0,No,43,4730.0,4.6,250
4159,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Lucknow,Kirana,110,110.0,0,No,57,6270.0,4.2,250
4160,2023-08-01,Aug 2023,8,Red Bull,Red Bull Sugar Free,Red/Blue,North India,Chandigarh,Kirana,110,110.0,0,No,33,3630.0,4.1,250
4161,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Delhi,Modern Trade,110,110.0,0,No,62,6820.0,4.0,250
4162,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Jaipur,Modern Trade,110,110.0,0,No,42,4620.0,3.9,250
4163,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Lucknow,Modern Trade,110,110.0,0,No,58,6380.0,4.5,250
4164,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Chandigarh,Modern Trade,110,110.0,0,No,61,6710.0,4.2,250
4165,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Delhi,Quick Commerce,110,110.0,0,No,52,5720.0,4.6,250
4166,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Jaipur,Quick Commerce,110,110.0,0,No,50,5500.0,4.4,250
4167,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Lucknow,Quick Commerce,110,110.0,0,No,42,4620.0,4.1,250
4168,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Chandigarh,Quick Commerce,110,110.0,0,No,28,3080.0,4.2,250
4169,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Delhi,E-Commerce,110,110.0,0,No,33,3630.0,4.2,250
4170,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Jaipur,E-Commerce,110,110.0,0,No,45,4950.0,4.7,250
4171,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Lucknow,E-Commerce,110,110.0,0,No,23,2530.0,4.2,250
4172,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Chandigarh,E-Commerce,110,110.0,0,No,32,3520.0,4.4,250
4173,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Delhi,Kirana,110,110.0,0,No,35,3850.0,4.6,250
4174,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Jaipur,Kirana,110,110.0,0,No,21,2310.0,4.2,250
4175,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Lucknow,Kirana,110,110.0,0,No,15,1650.0,4.0,250
4176,2023-08-01,Aug 2023,8,Red Bull,Red Bull Tropical,Red/Blue,North India,Chandigarh,Kirana,110,104.5,5,Yes,23,2403.5,4.4,250
4177,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Bangalore,Modern Trade,125,112.5,10,Yes,228,25650.0,4.4,500
4178,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Chennai,Modern Trade,125,125.0,0,No,107,13375.0,4.1,500
4179,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Hyderabad,Modern Trade,125,125.0,0,No,206,25750.0,4.3,500
4180,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Kochi,Modern Trade,125,125.0,0,No,174,21750.0,3.9,500
4181,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Bangalore,Quick Commerce,125,125.0,0,No,225,28125.0,4.0,500
4182,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Chennai,Quick Commerce,125,125.0,0,No,123,15375.0,4.3,500
4183,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Hyderabad,Quick Commerce,125,125.0,0,No,121,15125.0,4.0,500
4184,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Kochi,Quick Commerce,125,125.0,0,No,179,22375.0,3.8,500
4185,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Bangalore,E-Commerce,125,125.0,0,No,154,19250.0,3.9,500
4186,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Chennai,E-Commerce,125,125.0,0,No,215,26875.0,4.5,500
4187,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Hyderabad,E-Commerce,125,125.0,0,No,175,21875.0,4.5,500
4188,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Kochi,E-Commerce,125,125.0,0,No,157,19625.0,4.1,500
4189,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Bangalore,Kirana,125,125.0,0,No,83,10375.0,4.3,500
4190,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Chennai,Kirana,125,125.0,0,No,66,8250.0,4.3,500
4191,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Hyderabad,Kirana,125,125.0,0,No,74,9250.0,4.1,500
4192,2023-08-01,Aug 2023,8,Monster Energy,Monster Original,Green,South India,Kochi,Kirana,125,125.0,0,No,118,14750.0,4.2,500
4193,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,South India,Bangalore,Modern Trade,130,130.0,0,No,111,14430.0,4.1,500
4194,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,South India,Chennai,Modern Trade,130,117.0,10,Yes,91,10647.0,4.3,500
4195,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,South India,Hyderabad,Modern Trade,130,130.0,0,No,82,10660.0,4.4,500
4196,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,South India,Kochi,Modern Trade,130,117.0,10,Yes,96,11232.0,4.6,500
4197,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,South India,Bangalore,Quick Commerce,130,130.0,0,No,118,15340.0,4.8,500
4198,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,South India,Chennai,Quick Commerce,130,130.0,0,No,98,12740.0,4.6,500
4199,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,South India,Hyderabad,Quick Commerce,130,117.0,10,Yes,131,15327.0,4.6,500
4200,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,South India,Kochi,Quick Commerce,130,130.0,0,No,78,10140.0,4.1,500
4201,2023-08-01,Aug 2023,8,Monster Energy,Monster Ultra White,White,South India,Bangalore,E-Commerce,130,130.0,0,No,114,14820.0,3.9,500
